0,1,2
Reply, '@TheOnlineMom A7 I work as a realtor.. we have an app that connects to a fob to unlock Supra locks with #mobileliving' '@ARGirl44 @TheOnlineMom re: A7 I work as a realtor.. we have an app that connects to a fob to unlock Supra locks wi\xe2\x80\xa6 https://t.co/aELeNBlMvD',1
Tweet, 'How would You like your IoT cloud should forward device events?',1
Reply, 'How would You like your IoT cloud should forward device events?' 'We thought so and we call it the Status Transformer now :o) #JavaScript runs through your `0xba0d67cf3c` @sigfox\xe2\x80\xa6 https://t.co/LwMB0h6ZmL',1
Tweet, 'Want to start a #ConnectedConsumer company? You must consider your business model.\nhttps://t.co/vu0amc8zgK https://t.co/IV3VR1lw0l',1
Reply," 'Want to start a #ConnectedConsumer company? You must consider your business model.\nhttps://t.co/vu0amc8zgK https://t.co/IV3VR1lw0l' ""@WynterElwood I agree, @WynterElwood . Here's our perspective on turning #IoT products into services through a subs\xe2\x80\xa6 https://t.co/qAFx7muEOk""",1
Tweet," '2018: The year #blockchain, #AI and #IoT technology converge https://t.co/9yystydB94 by @LaurenceTiana'",1
Reply," '2018: The year #blockchain, #AI and #IoT technology converge https://t.co/9yystydB94 by @LaurenceTiana' '@iotagenda @LaurenceTiana Natural convergence L\xf0\x9f\x91\x80K Multiple application possibilities. #AI #IoT #Blockchain\xe2\x80\xa6 https://t.co/cYTKNIbMrd'",1
Tweet," "".@andy_mura Follow both you and your firm. I love the premise of your software training. I myself don't have an imm\xe2\x80\xa6 https://t.co/8pfbEZrhqp""",1
Reply," "".@andy_mura Follow both you and your firm. I love the premise of your software training. I myself don't have an imm\xe2\x80\xa6 https://t.co/8pfbEZrhqp"" '@andy_mura @MEMEXInc Maybe run this by Dave and see what he thinks as far as expiditing the software training side\xe2\x80\xa6 https://t.co/dAUnGwUJt6'",1
Tweet, 'Markus Bergthaler: How the Internet of Things Is Changing Ecommerce\nhttps://t.co/xEx840nRzP https://t.co/mEfGvNckfW',1
Reply," 'Markus Bergthaler: How the Internet of Things Is Changing Ecommerce\nhttps://t.co/xEx840nRzP https://t.co/mEfGvNckfW' '@7wData Right from #production #scm to #lastmile, everything can be changed. #IoT'",1
Tweet, '@akrv1 You might be interested in our recent experimental work with @Airbus on UWB in airplanes: https://t.co/BVzo85Sg6 ',1
Reply," '@akrv1 You might be interested in our recent experimental work with @Airbus on UWB in airplanes: https://t.co/BVzo85Sg6 ' ""@bettstetter @Airbus human shadowing! it's not a bug, it's a feature #IoT #UW """,1
Tweet, 'Top #InternetOfThings Experts!\n\n1 @IoTRecruiting\n2 @YarmolukDan\n3 @delizalde\n4 @SachinLulla\n5 @DavidOro\n6\xe2\x80\xa6 https://t.co/0muWR4gT26',1
Reply, 'Top #InternetOfThings Experts!\n\n1 @IoTRecruiting\n2 @YarmolukDan\n3 @delizalde\n4 @SachinLulla\n5 @DavidOro\n6\xe2\x80\xa6 https://t.co/0muWR4gT26' '@IoTRecruiting @YarmolukDan @delizalde @SachinLulla @DavidOro @evankirstel @Cisco_IoT @Ronald_vanLoon @AmyxIoT Cong\xe2\x80\xa6 https://t.co/qacnWidqJu',1
Tweet," '@Steve_Lockstep ...if you get to charge a fee every time your data is bought, sold and traded (like a bank) does th\xe2\x80\xa6 https://t.co/khpYhuazEg'",1
Reply," '@Steve_Lockstep ...if you get to charge a fee every time your data is bought, sold and traded (like a bank) does th\xe2\x80\xa6 https://t.co/khpYhuazEg' ""@gmathews71 I'm afraid that's impossible. So much data about us is collected (often synthesised) behind our backs,\xe2\x80\xa6 https://t.co/mb1ydzXqYj""",1
Tweet," ""@5280_CS I empathize. But, like it or not, it's where things are going. Solution for you: buy stuff without chips/batteries/sensors.""",-1
Reply," ""@5280_CS I empathize. But, like it or not, it's where things are going. Solution for you: buy stuff without chips/batteries/sensors."" '@johnkoetsier Perhaps, but I foresee a backlash against useless #IoT products, especially if consumers begin to val\xe2\x80\xa6 https://t.co/1TXCsOxOQu'",-1
Tweet, '@CarloCalenda #ItalyEconomicIndicators - Trading Economics https://t.co/JaOZ0S3AFt #ITALIA - INDICATORI ECONOMICI\xe2\x80\xa6 https://t.co/Z8pIRAFyVA',1
Reply," '@CarloCalenda #ItalyEconomicIndicators - Trading Economics https://t.co/JaOZ0S3AFt #ITALIA - INDICATORI ECONOMICI\xe2\x80\xa6 https://t.co/Z8pIRAFyVA' '@CarloCalenda Esplora #Ingegneria, #Scienza e #Tecnologia su Taylor &amp; Francis Online \nVerso #UnaGrandeEraDeiDati\xe2\x80\xa6 https://t.co/qnqU6AewOR'",1
Tweet, 'Here\xe2\x80\x99s why text messages and calls on 180 million smartphones are now at risk https://t.co/HToihGYk8X',-1
Reply," 'Here\xe2\x80\x99s why text messages and calls on 180 million smartphones are now at risk https://t.co/HToihGYk8X' '@FortuneMagazine Have you connected your home , your life you finances, you business to the #IoT What degree of qua\xe2\x80\xa6 https://t.co/6r5EeZOEHc'",1
Tweet," 'For $79, I fully expect these to be gone soon (you could say that either @Ember_Tech mug is a hot commodity). I wan\xe2\x80\xa6 https://t.co/uMc4z2HjF9'",1
Reply," 'For $79, I fully expect these to be gone soon (you could say that either @Ember_Tech mug is a hot commodity). I wan\xe2\x80\xa6 https://t.co/uMc4z2HjF9' ""@scottpdawson @Ember_Tech Sorry, Scott - I disagree. #IoT shouldn't just pad inventors pockets. It should solve rea\xe2\x80\xa6 https://t.co/M0gZhGgFOz""",1
Tweet, 'Sponsored: How much do you know about the Internet of Things? Find out at a free event with @Telfer_uOttawa.\xe2\x80\xa6 https://t.co/P3rv31WAGs',1
Reply," 'Sponsored: How much do you know about the Internet of Things? Find out at a free event with @Telfer_uOttawa.\xe2\x80\xa6 https://t.co/P3rv31WAGs' '@obj_news @Telfer_uOttawa Looking forward to speaking at this @Telfer_uOttawa event to shine light on #iot - the What, Why and Hyperbole'",1
Tweet," 'Fascists, Communists, Liberals\n\nSpot the Fucking Difference! https://t.co/3i0ChU2HYv'",1
Reply," 'Fascists, Communists, Liberals\n\nSpot the Fucking Difference! https://t.co/3i0ChU2HYv' '@xexizy11 This is why we need to build the utopia through technology that empowers us to rebuild the world without\xe2\x80\xa6 https://t.co/s0xgpQlLtR'",1
Tweet," ""@leotanczt @emax @joegalen Hmm.. I'm guessing this relates to 'peaceful ruler'?""",1
Reply," ""@leotanczt @emax @joegalen Hmm.. I'm guessing this relates to 'peaceful ruler'?"" ""@jasonnurse @emax @joegalen Rather to our demonstrator idea: Frederick will (or is meant to) be the 'safe box' stan\xe2\x80\xa6 https://t.co/Zhhm5WKp6s""",1
Tweet, '@DNVGL er glade klatrere p\xc3\xa5 Universum listene innen \xc3\xb8konomi og IT. Employer Branding er langsiktig profilering og g\xe2\x80\xa6 https://t.co/T9KiCpWJy0',1
Reply," '@DNVGL er glade klatrere p\xc3\xa5 Universum listene innen \xc3\xb8konomi og IT. Employer Branding er langsiktig profilering og g\xe2\x80\xa6 https://t.co/T9KiCpWJy0' '@DahlbergK @DNVGL #DNVGL is a #dangerous &amp; #dishonest place to work. It has a #toxic #culture of #discrimination,\xe2\x80\xa6 https://t.co/FKMA06vIrV'",1
Tweet, 'This #madness only makes me more convinced about #iota. All the money spent for something you can have for free. https://t.co/YsIJ9Nk1KS',1
Reply, 'This #madness only makes me more convinced about #iota. All the money spent for something you can have for free. https://t.co/YsIJ9Nk1KS' '@deviota_com @lueyforje $iota #iota #gen4Evolution #cryptocurrency for #IoT and #PRP',1
Tweet, 'Hacker Distributes Backdoored IoT Vulnerability Scanning Script to Hack Script Kiddies https://t.co/2dzXCn7pUl\xe2\x80\xa6 https://t.co/kXBA3Xo5BO',-1
Reply, 'Hacker Distributes Backdoored IoT Vulnerability Scanning Script to Hack Script Kiddies https://t.co/2dzXCn7pUl\xe2\x80\xa6 https://t.co/kXBA3Xo5BO' '@Hakin9 Very troubling vulnerability for #IOT devices &amp; almost impossible to detect. The most sensible advice is to\xe2\x80\xa6 https://t.co/nYLGRHRhHl',1
Tweet," '@Siemens @Siemens_Energy @ieee_pes @state_grid .@BeatrixNatter earlier said:""With our transformers and our technolo\xe2\x80\xa6 https://t.co/3TR3HXQPD0'",1
Reply," '@Siemens @Siemens_Energy @ieee_pes @state_grid .@BeatrixNatter earlier said:""With our transformers and our technolo\xe2\x80\xa6 https://t.co/3TR3HXQPD0' '@Siemens @Siemens_Energy @ieee_pes @state_grid @BeatrixNatter @JerryBrownGov @GENINews @PCCleads @UNDESA ICYMI - Wh\xe2\x80\xa6 https://t.co/e6XkgedD7a'",1
Tweet, 'The Ultimate Guide To Keep Your Internet Browsing Anonymous! ***Ge https://t.co/P7fjqWKMio #Hacker #Cybersecurity https://t.co/Fh9IezAwrq',-1
Reply, 'The Ultimate Guide To Keep Your Internet Browsing Anonymous! ***Ge https://t.co/P7fjqWKMio #Hacker #Cybersecurity https://t.co/Fh9IezAwrq' '@CyberDomain Maintaining complete anonymity online is virtually impossible without tools that put you in control of\xe2\x80\xa6 https://t.co/GRqfPDo9cv',-1
Tweet, 'Anyone interested in scientific  Content writing ... Full/Part time ... preferably out of Guwahati for Full time \nR\xe2\x80\xa6 https://t.co/vPC7WPod1d',1
Reply, 'Anyone interested in scientific  Content writing ... Full/Part time ... preferably out of Guwahati for Full time \nR\xe2\x80\xa6 https://t.co/vPC7WPod1d' 'Anyone interested in collaborative #IOT electronic product development ... Pl connect',1
Tweet, '#FF to these social media legends @BillMew @evankirstel @Kevin_Jackson @dez_blanchfield @dhdeans @DerekBrittonUK\xe2\x80\xa6 https://t.co/DPuLnigKDv',1
Reply, '#FF to these social media legends @BillMew @evankirstel @Kevin_Jackson @dez_blanchfield @dhdeans @DerekBrittonUK\xe2\x80\xa6 https://t.co/DPuLnigKDv' '@StevenDickens3 @BillMew @evankirstel @Kevin_Jackson @dez_blanchfield @dhdeans @DerekBrittonUK @SystemsandTech\xe2\x80\xa6 https://t.co/RyErDbUwmO',1
Tweet, '@Socialfave @TheMrBlueprint @thomaspower @TopCyberNews @ipfconline1 @pierrepinna @evankirstel @helene_wpli\xe2\x80\xa6 https://t.co/VzHyPYDcAh',1
Reply, '@Socialfave @TheMrBlueprint @thomaspower @TopCyberNews @ipfconline1 @pierrepinna @evankirstel @helene_wpli\xe2\x80\xa6 https://t.co/VzHyPYDcAh' '@ElizabethTelson @Socialfave @TheMrBlueprint @thomaspower @ipfconline1 @pierrepinna @evankirstel @helene_wpli\xe2\x80\xa6 https://t.co/2N8KMLaJiZ',1
Tweet," ""@EvaCaletkova @Cocoon_Networks Thank you so much for your support!! It's always a pleasure to have you with us :)""",1
Reply," ""@EvaCaletkova @Cocoon_Networks Thank you so much for your support!! It's always a pleasure to have you with us :)"" '@HdwPioneers @Cocoon_Networks Welcome Fabiano &amp; David \xf0\x9f\x98\x89I really like your community and events. I always learn a lot #IoT'",1
Tweet, '#mustread: Bish bash #Bosch: @SachaNauta from @TheEconomist on Boschs transformation to an #IoT company.    https://t.co/JN3jSwY34q',1
Reply, '#mustread: Bish bash #Bosch: @SachaNauta from @TheEconomist on Boschs transformation to an #IoT company.    https://t.co/JN3jSwY34q' '@rene_ziegler @SachaNauta @TheEconomist Great portrait of our company! #digitaltransformation #IoT',1
Tweet," 'The world is changing..\nQ2. We were talking about the rise of chatbots at #MSMW2017, are you ready for a world wher\xe2\x80\xa6 https://t.co/8ySkNmMRnJ'",1
Reply," 'The world is changing..\nQ2. We were talking about the rise of chatbots at #MSMW2017, are you ready for a world wher\xe2\x80\xa6 https://t.co/8ySkNmMRnJ' '@sabahtourism I would support AI but for service industry it is still good to have that human touch. #IoT. #SabahChat'",1
Tweet, 'Manage a wide range of duty cycles in industrial and telecom applications: https://t.co/zrko6aXbIi https://t.co/EApWE6TOda',1
Reply," 'Manage a wide range of duty cycles in industrial and telecom applications: https://t.co/zrko6aXbIi https://t.co/EApWE6TOda' '@TXInstruments ThSweetest*Pic I HaveSeenAllMorning! Tyou!\nGr8*DataInfo, too!\nHavGr8*TechnoDay~*;p\n~&amp; of course a pi\xe2\x80\xa6 https://t.co/z1D6R0IZ8f'",1
Tweet, 'A2} #AI #saschat Home #insurance through data from smoke detectors in connected homes is growing https://t.co/CdwTw12d8X',1
Reply," 'A2} #AI #saschat Home #insurance through data from smoke detectors in connected homes is growing https://t.co/CdwTw12d8X' '@macoopma Good point Mathias, #IoT and #AI ""go together"" to this Insurance digitalization journey !'",1
Tweet," '#TShirtDay? who comes up with these??? So yesterday... Anyway, here is our #millennial version &lt;Happy #SmartShirt d\xe2\x80\xa6 https://t.co/H62TtQkZxt'",1
Reply," '#TShirtDay? who comes up with these??? So yesterday... Anyway, here is our #millennial version &lt;Happy #SmartShirt d\xe2\x80\xa6 https://t.co/H62TtQkZxt' '@IoTchannel @Raspberry_Pi @SMC_on_IoT @IBMIoT @sandy_carter @mac_devine @marcbulandr @IoTRecruiting @wayneirwin01\xe2\x80\xa6 https://t.co/3srHv6PlzD'",1
Tweet, 'Global Industrial #IoT Influencers 10/17\nhttps://t.co/RaN8RmkwBj @IoTRecruiting @MikeQuindazzi @YarmolukDan @Ronald_vanLoon via @JBarbosaPR',1
Reply, 'Global Industrial #IoT Influencers 10/17\nhttps://t.co/RaN8RmkwBj @IoTRecruiting @MikeQuindazzi @YarmolukDan @Ronald_vanLoon via @JBarbosaPR' '@IoTRecruiting @MikeQuindazzi @YarmolukDan @Ronald_vanLoon Thanks for RT !!! #IOT',1
Tweet, '@PamelaM5050 @RayBrownschwagg @vairton5550 @JeriLowrance @chikara_lnoue @GTATidea @TopCyberNews @makinoshinichi7\xe2\x80\xa6 https://t.co/ytfxyoYkc9',1
Reply, '@PamelaM5050 @RayBrownschwagg @vairton5550 @JeriLowrance @chikara_lnoue @GTATidea @TopCyberNews @makinoshinichi7\xe2\x80\xa6 https://t.co/ytfxyoYkc9' '@shyoshid @PamelaM5050 @RayBrownschwagg @vairton5550 @JeriLowrance @chikara_lnoue @GTATidea @makinoshinichi7\xe2\x80\xa6 https://t.co/a7q9boxXxv',1
Tweet," ""I'm looking for a fullstack #javascript developer with huge experience in #nodejs and #ReactNative to help us build\xe2\x80\xa6 https://t.co/e4quCf7oao""",1
Reply," ""I'm looking for a fullstack #javascript developer with huge experience in #nodejs and #ReactNative to help us build\xe2\x80\xa6 https://t.co/e4quCf7oao"" '@tregismoreira Hey Thiago, I can help you out with #fullstack #JS developer, having expereince with #Nodejs. Demons\xe2\x80\xa6 https://t.co/Sx3pUXDuuh'",1
Tweet, 'Terveydenhuollon kyberuhkia: Voisiko internet olla yhteydess\xc3\xa4 syd\xc3\xa4meen? @LaukkaLasse @CERTFI #kyberturvallisuus #3T\xe2\x80\xa6 https://t.co/zBrJpY5LQV',1
Reply, 'Terveydenhuollon kyberuhkia: Voisiko internet olla yhteydess\xc3\xa4 syd\xc3\xa4meen? @LaukkaLasse @CERTFI #kyberturvallisuus #3T\xe2\x80\xa6 https://t.co/zBrJpY5LQV' '@pveps @LaukkaLasse @CERTFI Kun Heartbleed saa uuden merkityksen. #iot #security',1
Tweet," ""No matter where in the world you are, @brinciot will be there to help! We've invested in 15 countries and reviewed\xe2\x80\xa6 https://t.co/grKzCiYWy2""",1
Reply," ""No matter where in the world you are, @brinciot will be there to help! We've invested in 15 countries and reviewed\xe2\x80\xa6 https://t.co/grKzCiYWy2"" '@SimpleWearables @Bonbouton @letunglinh #Brinc #IoT #Hardware #Accelerator #NYC #Manhattan #Startups #Entrepreneurs\xe2\x80\xa6 https://t.co/7XNNtT7RJj'",1
Tweet, 'Special impromptu meetup at #NetHui https://t.co/BYG0ltSRuy',1
Reply," 'Special impromptu meetup at #NetHui https://t.co/BYG0ltSRuy' ""@ellenstrickland Geeze Louise. I found it really hard to lock down my parents' baby cam. Darn that #IoT is insecure. - #igfforbabies""",-1
Tweet, 'Look into @SettleMintCom who has solutions to ease the way for blockchain based applications development with sever\xe2\x80\xa6 https://t.co/2SA6WIUOg4',1
Reply," 'Look into @SettleMintCom who has solutions to ease the way for blockchain based applications development with sever\xe2\x80\xa6 https://t.co/2SA6WIUOg4' '@hyaghi @SettleMintCom And we, as a #marketplace for #internet of #things, are a right fit in the #iot section! \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb\xf0\x9f\x98\x8a https://t.co/EJdwKCQZoU'",1
Tweet, 'Try it out yourself next year at Vekotinverstas @ForumVirium #iot #futurefemale @FutureFemale https://t.co/MDzMXFytKt',1
Reply, 'Try it out yourself next year at Vekotinverstas @ForumVirium #iot #futurefemale @FutureFemale https://t.co/MDzMXFytKt' '@mtyppi @ForumVirium @FutureFemale You can now sign up for the @ForumVirium @mediakeskus @vekotinverstas \xe2\x80\x9cIntro to\xe2\x80\xa6 https://t.co/Ql3U4z5sZv',1
Tweet, 'Hong Kong definitely has its strengths for hardware startups. https://t.co/YwsOVBOic8',1
Reply," 'Hong Kong definitely has its strengths for hardware startups. https://t.co/YwsOVBOic8' '@LaunchpadGS It\xe2\x80\x99s the center of the #hardware universe. 1,000% part of every serious hardware companies strategy.\xe2\x80\xa6 https://t.co/Mft5mSQVn6'",1
Tweet," ""I always say this!!! - 'We've probably hit peak Silicon Valley,' AOL founder says @ArjunKharpal @CNBC\xe2\x80\xa6 https://t.co/GuLYIQThbL""",-1
Reply," ""I always say this!!! - 'We've probably hit peak Silicon Valley,' AOL founder says @ArjunKharpal @CNBC\xe2\x80\xa6 https://t.co/GuLYIQThbL"" '@ArjunKharpal @CNBC @brinciot And just to hammer \xf0\x9f\x94\xa8 this home. The NEXT Bay Area, will not be in the #USA. The\xe2\x80\xa6 https://t.co/zGAp8z66kL'",1
Tweet, 'Morning commute listen: Meet the #techtalk academy finalists\nhttps://t.co/dwVqGZx8Yj https://t.co/EAkganykYa',1
Reply, 'Morning commute listen: Meet the #techtalk academy finalists\nhttps://t.co/dwVqGZx8Yj https://t.co/EAkganykYa' '@EstatesGazette @AccuCities @chimni @DemandLogicUK @SorbetHQ @walulel @Pi_Labs @CBRE_UK @kpmguk Isn\xe2\x80\x99t weird hearing\xe2\x80\xa6 https://t.co/gzpKzKN02k',1
Tweet, 'How #Cloud #IoT works at #salesforce #DF17 https://t.co/PWrOaPz1Di https://t.co/xXcVkR3f6A',1
Reply, 'How #Cloud #IoT works at #salesforce #DF17 https://t.co/PWrOaPz1Di https://t.co/xXcVkR3f6A' 'RT @juancarlosvigol @evankirstel: How #Cloud #IoT works at #salesforce #DF17 https://t.co/iVp9Tokj9G https://t.co/n1xrBUqPsv',1
Tweet, 'Haluatko l\xc3\xa4hte\xc3\xa4 kehitt\xc3\xa4m\xc3\xa4\xc3\xa4n avointa arktista testausalustaa Enonteki\xc3\xb6lle? https://t.co/hSNDr2eHES',1
Reply," 'Haluatko l\xc3\xa4hte\xc3\xa4 kehitt\xc3\xa4m\xc3\xa4\xc3\xa4n avointa arktista testausalustaa Enonteki\xc3\xb6lle? https://t.co/hSNDr2eHES' 'Want to develop an #arctic #testing #platform in North Finland? ""If it works here, it will work anywhere"" - Municip\xe2\x80\xa6 https://t.co/nnf5tMhYZD'",1
Tweet," '@drs_Andor @annejanbrouwer Onzin, tuurlijk moet er een business case zijn, maar ondertussen leven we in een wereld\xe2\x80\xa6 https://t.co/oxI7n2kCxz'",1
Reply," '@drs_Andor @annejanbrouwer Onzin, tuurlijk moet er een business case zijn, maar ondertussen leven we in een wereld\xe2\x80\xa6 https://t.co/oxI7n2kCxz' '@Dave_von_S @annejanbrouwer Gewaardeerd door wie? Niet door softwarebedrijven, kijk maar naar de staat van van secu\xe2\x80\xa6 https://t.co/lvbPDugUGF'",1
Tweet," '11/14, Manhattan BP @galeabrewer &amp; @TmmMcci of @thethingsntwrk discuss plans to stand up a #WideAreaNetwork for the\xe2\x80\xa6 https://t.co/wQ2pkawgLL'",1
Reply," '11/14, Manhattan BP @galeabrewer &amp; @TmmMcci of @thethingsntwrk discuss plans to stand up a #WideAreaNetwork for the\xe2\x80\xa6 https://t.co/wQ2pkawgLL' '@CivicHall @galeabrewer @TmmMcci @thethingsntwrk Thanks @SemtechCorp for your huge investment in and commitment to\xe2\x80\xa6 https://t.co/4fCdPnhhVN'",1
Tweet," ""Join us 11/16 4p for Wireless Global Congress' Connected City Workshop w/ @senetco @MCCI @oresundskraft\xe2\x80\xa6 https://t.co/XbM716toQM""",1
Reply," ""Join us 11/16 4p for Wireless Global Congress' Connected City Workshop w/ @senetco @MCCI @oresundskraft\xe2\x80\xa6 https://t.co/XbM716toQM"" '@LoRaAlliance @senetco @MCCI @oresundskraft Manhattan Borough President @galeabrewer will join Terry to share her v\xe2\x80\xa6 https://t.co/Pdmfgyz8tC'",1
Tweet," 'First in the US! New York\xe2\x80\x99s Tompkins County funds open-source #LoRaWAN wireless network, deploying now thru mid-201\xe2\x80\xa6 https://t.co/RaihkP7u7c'",1
Reply," 'First in the US! New York\xe2\x80\x99s Tompkins County funds open-source #LoRaWAN wireless network, deploying now thru mid-201\xe2\x80\xa6 https://t.co/RaihkP7u7c' '@CCETompkins @SemtechCorp @LoRaAlliance @MultiTechSys @adafruit @MicrochipTech @arduino Thank you to Tompkins Count\xe2\x80\xa6 https://t.co/RV6bi04TJy'",1
Tweet, 'It is critical for consumers to have more control and for providers to exercise prudence &amp; integrity in the\xe2\x80\xa6 https://t.co/se1XAQ5DEy',1
Reply, 'It is critical for consumers to have more control and for providers to exercise prudence &amp; integrity in the\xe2\x80\xa6 https://t.co/se1XAQ5DEy' '\xf0\x9f\x9a\x9d||Progress City of Tomorrowlan||\xf0\x9f\x8c\x90#IoP\xe2\x98\x84\xef\xb8\x8f#Ai.#Wonderlan\xf0\x9f\xa6\x8b#IoT\nDevelopment &amp; #SDGs for the 21st Century to ensure prog\xe2\x80\xa6 https://t.co/FQwSzBS30J',1
Tweet, '@avrohomg @machinelearnbot @garyvee @KenHerron Omfg the power the hackers would have if this happened... O.O',1
Reply, '@avrohomg @machinelearnbot @garyvee @KenHerron Omfg the power the hackers would have if this happened... O.O' '@IntimateEyeInc @machinelearnbot @garyvee @KenHerron Check out what #Dubai \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa is doing with #Volocopter! \xf0\x9f\x9a\x81 You\xe2\x80\x99re c\xe2\x80\xa6 https://t.co/biSdaUycwL',1
Tweet," ""Why security is important for growing the 'Internet Of Things' (#IoT).\n\n#CyberSecurity #CyberAttack #IIoT #M2M\xe2\x80\xa6 https://t.co/qkjGxOQvEq""",1
Reply," ""Why security is important for growing the 'Internet Of Things' (#IoT).\n\n#CyberSecurity #CyberAttack #IIoT #M2M\xe2\x80\xa6 https://t.co/qkjGxOQvEq"" ""@2morrowknight Just a shame that the majority of companies building #IoT devices don't give a shit""",-1
Tweet," 'When asked, ""what exactly does \'IoT\' mean to you?"", 58% of tech executives at  responded, ""It means we get to charge more, dummy"" #FakeStats'",-1
Reply," 'When asked, ""what exactly does \'IoT\' mean to you?"", 58% of tech executives at  responded, ""It means we get to charge more, dummy"" #FakeStats' '@Chris_Gammell Internally Obfuscated Things #iot'",-1
Tweet, 'Follow everyone who FAV this \xf0\x9f\x8d\x90',1
Reply, 'Follow everyone who FAV this \xf0\x9f\x8d\x90' '@projetofftricqk #MyCarWink #CarWink is helping to minimize road rage. Check it out on #Kickstarter in only 6 days!\xe2\x80\xa6 https://t.co/CYlvFxZ3Bp',1
Tweet, 'follow everyone who likes this\xf0\x9f\x8c\x99',1
Reply, 'follow everyone who likes this\xf0\x9f\x8c\x99' '@TheGainHive @GainsAreUs #MyCarWink #CarWink is helping to minimize road rage. Check it out on #Kickstarter in only\xe2\x80\xa6 https://t.co/QWrOTg7ps7',1
